Iteration count, C(i) - C(i-1) 
1,2.416146836547142
2,0.8581409353700294
3,0.25004850112314936
4,0.04085405611230608
5,0.00540103748255627
6,0.0006876910011640591
7,8.712025559531877e-05
8,1.10297457364128e-05
9,1.3962926479482718e-06
10,1.7675956265339465e-07
